  distance  queryIdx  trainIdx    imgIdx
      0.26       702       233         0
      0.35       703        53         0
      0.32       704       854         0
      0.37       705       606         0
      0.28       706       649         0
      0.27       707       891         0
      0.15       708       731         0
      0.26       709       902         0
      0.16       710       703         0
      0.24       711       584         0
      0.38       712       123         0
      0.30       713       930         0
      0.36       714       242         0
      0.17       715       588         0
      0.14       716       613         0
      0.34       717       915         0
      0.17       718       719         0
      0.17       719       640         0
      0.32       720       649         0
      0.45       721       419         0
      0.34       722       315         0
      0.05       723       612         0
      0.31       724       738         0
      0.31       725       537         0
      0.43       726       370         0
      0.31       727        89         0
      0.31       728       271         0
      0.12       729       736         0
      0.25       730       298         0
      0.39       731       918         0
      0.30       732       854         0
      0.09       733       661         0
      0.28       734       545         0
      0.33       735       207         0
      0.21       736       898         0
      0.08       737       756         0
      0.32       738       241         0
      0.13       739       671         0
      0.44       740       563         0
      0.06       741       820         0
      0.27       742       691         0
      0.29       743       208         0
      0.06       744       636         0
      0.29       745       866         0
      0.29       746       911         0
      0.31       747       792         0
      0.30       748       652         0
      0.09       749       594         0
      0.11       750       604         0
      0.12       751       776         0
      0.47       752       765         0
      0.21       753       655         0
      0.19       754       752         0
      0.07       755       624         0
      0.05       756       696         0
      0.25       757       655         0
      0.30       758       828         0
      0.33       759       800         0
      0.29       760       535         0
      0.41       761       726         0
      0.18       762       702         0
      0.28       763       666         0
      0.37       764       399         0
      0.29       765       162         0
      0.31       766       298         0
      0.29       767       767         0
      0.13       768       708         0
      0.32       769       173         0
      0.06       770       754         0
      0.05       771       746         0
      0.23       772       764         0
      0.36       773       819         0
      0.27       774       603         0
      0.12       775       656         0
      0.13       776       930         0
      0.11       777       568         0
      0.10       778       804         0
      0.14       779       623         0
      0.32       780       315         0
      0.42       781       697         0
      0.38       782       302         0
      0.28       783       649         0
      0.34       784       617         0
      0.33       785       755         0
      0.21       786       584         0
      0.24       787       778         0
      0.38       788       415         0
      0.29       789       793         0
      0.30       790       483         0
      0.27       791       369         0
      0.27       792       301         0
      0.30       793       365         0
      0.28       794       829         0
      0.37       795       244         0
      0.27       796       883         0
      0.35       797       527         0
      0.31       798       765         0
      0.13       799       775         0
      0.30       800       506         0
      0.29       801       208         0
      0.34       802       857         0
      0.33       803        55         0
      0.14       804       818         0
      0.21       805        41         0
      0.32       806       683         0
      0.10       807       712         0
      0.15       808       819         0
      0.25       809       198         0
      0.29       810       846         0
      0.31       811       697         0
      0.18       812       830         0
      0.24       813       537         0
      0.21       814       696         0
      0.30       815       213         0
      0.12       816       743         0
      0.36       817        93         0
      0.10       818       690         0
      0.30       819       903         0
      0.31       820       517         0
      0.02       821       851         0
      0.20       822       368         0
      0.30       823       669         0
      0.36       824       113         0
      0.24       825        26         0
      0.29       826       603         0
      0.22       827       897         0
      0.31       828       150         0
      0.25       829       302         0
      0.31       830       467         0
      0.35       831       798         0
      0.31       832       261         0
      0.33       833       663         0
      0.28       834        55         0
      0.19       835       839         0
      0.30       836       680         0
      0.38       837       329         0
      0.32       838       376         0
      0.08       839       890         0
      0.28       840       464         0
      0.32       841       623         0
      0.27       842       931         0
      0.39       843       734         0
      0.33       844       345         0
      0.29       845       419         0
      0.35       846       106         0
      0.44       847       403         0
      0.28       848       375         0
      0.09       849       769         0
      0.35       850       175         0
      0.32       851       910         0
      0.16       852       801         0
      0.27       853        96         0
      0.16       854       627         0
      0.32       855       506         0
      0.37       856       819         0
      0.36       857       900         0
      0.27       858       789         0
      0.29       859       819         0
      0.32       860       508         0
      0.16       861       386         0
      0.27       862       898         0
      0.23       863       851         0
      0.23       864       816         0
      0.12       865       845         0
      0.09       866       586         0
      0.22       867       603         0
      0.27       868       436         0
      0.33       869       691         0
      0.24       870       722         0
      0.36       871       869         0
      0.35       872       885         0
      0.26       873       824         0
      0.34       874       239         0
      0.27       875        90         0
      0.06       876       829         0
      0.38       877       399         0
      0.06       878       705         0
      0.32       879       686         0
      0.34       880        61         0
      0.15       881       584         0
      0.08       882       782         0
      0.32       883       527         0
      0.30       884       649         0
      0.14       885       759         0
      0.24       886       840         0
      0.35       887       522         0
      0.12       888       579         0
      0.36       889       777         0
      0.33       890       105         0
