  distance  queryIdx  trainIdx    imgIdx
      0.34       379       744         0
      0.27       380       193         0
      0.23       381       477         0
      0.22       382      2199         0
      0.27       383      1046         0
      0.34       384      1382         0
      0.22       385      2250         0
      0.35       386       339         0
      0.27       387      2716         0
      0.25       388       106         0
      0.28       389       931         0
      0.27       390      2154         0
      0.31       391       303         0
      0.29       392      1704         0
      0.24       393       844         0
      0.25       394      1285         0
      0.14       395       444         0
      0.24       396      1541         0
      0.27       397       994         0
      0.30       398      2652         0
      0.27       399      1580         0
      0.26       400       317         0
      0.13       401       662         0
      0.30       402       231         0
      0.26       403       591         0
      0.11       404       608         0
      0.04       405       462         0
      0.08       406       443         0
      0.31       407      3198         0
      0.25       408      3049         0
      0.26       409      1223         0
      0.22       410        12         0
      0.22       411      1124         0
      0.22       412      1947         0
      0.24       413      1113         0
      0.28       414       752         0
      0.18       415       891         0
      0.25       416      2529         0
      0.29       417      1495         0
      0.26       418      2535         0
      0.34       419      2966         0
      0.12       420       618         0
      0.19       421       429         0
      0.28       422       878         0
      0.26       423      2827         0
      0.26       424       461         0
      0.24       425      3198         0
      0.21       426      2370         0
      0.25       427      1730         0
      0.22       428        37         0
      0.26       429       668         0
      0.27       430      1575         0
      0.16       431       661         0
      0.35       432       768         0
      0.08       433       531         0
      0.25       434       716         0
      0.20       435      2631         0
      0.06       436       420         0
      0.30       437      2317         0
      0.35       438      3400         0
      0.23       439       518         0
      0.09       440       478         0
      0.27       441       628         0
      0.27       442      2207         0
      0.20       443      1034         0
      0.18       444       535         0
      0.26       445       249         0
      0.10       446       670         0
      0.22       447      3574         0
      0.05       448       547         0
      0.33       449       407         0
      0.23       450      1271         0
      0.17       451       987         0
      0.29       452      2029         0
      0.31       453      1854         0
      0.04       454       560         0
      0.20       455      2371         0
      0.03       456       497         0
      0.24       457       963         0
      0.28       458       289         0
      0.26       459      2518         0
      0.30       460      1119         0
      0.25       461      1037         0
      0.26       462      3531         0
      0.14       463       489         0
      0.04       464       525         0
      0.33       465       243         0
      0.20       466        65         0
      0.29       467      3252         0
      0.30       468       673         0
      0.25       469      3216         0
      0.26       470       511         0
      0.26       471        79         0
      0.28       472        30         0
      0.23       473       292         0
      0.27       474      2244         0
      0.18       475       524         0
      0.32       476       799         0
      0.14       477       542         0
      0.32       478      2748         0
      0.29       479      1437         0
      0.05       480       555         0
      0.30       481       494         0
      0.23       482       615         0
      0.27       483      1361         0
      0.28       484       486         0
      0.30       485      1285         0
      0.27       486       599         0
      0.22       487       874         0
      0.24       488       767         0
      0.25       489      2338         0
      0.07       490       528         0
      0.28       491       123         0
      0.16       492       699         0
      0.21       493       396         0
      0.05       494       540         0
      0.25       495       344         0
      0.23       496      1069         0
      0.22       497      1137         0
      0.06       498       517         0
      0.20       499      1549         0
      0.28       500       621         0
      0.07       501       585         0
      0.25       502       872         0
      0.33       503       979         0
      0.05       504       621         0
      0.30       505      1160         0
      0.29       506      3179         0
      0.09       507       645         0
      0.29       508      3481         0
      0.27       509      3017         0
      0.26       510      3553         0
      0.26       511        64         0
      0.25       512       832         0
      0.17       513       653         0
      0.19       514       719         0
      0.05       515       623         0
      0.30       516       462         0
      0.33       517      2443         0
      0.27       518      1837         0
      0.07       519       435         0
      0.25       520      2321         0
      0.29       521      2639         0
      0.22       522      1515         0
      0.24       523       560         0
      0.27       524      2143         0
      0.19       525       236         0
      0.27       526       634         0
      0.28       527      2455         0
      0.29       528      1111         0
      0.13       529       533         0
      0.29       530       565         0
      0.27       531      1740         0
      0.08       532       510         0
      0.36       533        52         0
      0.30       534        57         0
      0.21       535      2280         0
      0.34       536      1153         0
      0.33       537      1510         0
      0.24       538      1290         0
      0.05       539       629         0
      0.07       540       688         0
      0.28       541       754         0
      0.27       542      3587         0
      0.30       543       632         0
      0.32       544       475         0
      0.23       545      3688         0
      0.25       546      1916         0
      0.25       547       101         0
      0.25       548       294         0
      0.28       549       235         0
      0.25       550      2849         0
      0.32       551      3092         0
      0.33       552        64         0
      0.26       553      2775         0
      0.33       554      3494         0
      0.20       555       830         0
      0.30       556      3340         0
      0.21       557      1192         0
      0.13       558       509         0
      0.30       559      1726         0
      0.29       560       108         0
      0.31       561        58         0
      0.24       562       521         0
      0.20       563       605         0
      0.27       564       827         0
      0.10       565       648         0
      0.04       566       679         0
      0.12       567       814         0
      0.16       568       732         0
      0.27       569      1940         0
      0.32       570       176         0
      0.37       571       203         0
      0.30       572      1865         0
      0.23       573       904         0
      0.19       574       678         0
      0.33       575       514         0
      0.27       576      2715         0
      0.29       577       259         0
      0.29       578      1610         0
      0.22       579      2096         0
      0.17       580      1203         0
      0.23       581       327         0
      0.32       582      2563         0
      0.30       583       339         0
      0.05       584       508         0
      0.24       585       637         0
      0.22       586       827         0
      0.25       587       223         0
      0.24       588       335         0
      0.06       589       523         0
      0.28       590       954         0
      0.05       591       656         0
      0.27       592      2126         0
      0.25       593      1936         0
      0.31       594      3512         0
      0.32       595      1641         0
      0.29       596      1471         0
      0.06       597       740         0
      0.05       598       664         0
      0.27       599      1966         0
      0.25       600       197         0
      0.12       601       627         0
      0.26       602      1979         0
      0.26       603      1314         0
      0.34       604      2907         0
      0.26       605       781         0
      0.28       606      1957         0
      0.25       607      2127         0
      0.26       608       684         0
      0.21       609      2280         0
      0.19       610      3328         0
      0.06       611       752         0
      0.29       612      3233         0
      0.32       613      3105         0
      0.25       614      3399         0
      0.29       615      3294         0
      0.32       616       293         0
      0.32       617      3157         0
      0.27       618      3133         0
      0.26       619      1706         0
      0.11       620       922         0
      0.11       621       558         0
      0.26       622       295         0
      0.26       623       388         0
      0.27       624      1903         0
      0.28       625       463         0
      0.29       626      3338         0
      0.21       627      3407         0
      0.24       628       243         0
      0.23       629       288         0
      0.05       630       851         0
      0.24       631      1503         0
      0.27       632        18         0
      0.03       633       696         0
      0.11       634       735         0
      0.28       635       467         0
      0.11       636       854         0
      0.16       637       745         0
      0.30       638      2003         0
      0.26       639       955         0
      0.12       640       921         0
      0.25       641       603         0
      0.25       642      1290         0
      0.24       643      2200         0
      0.28       644      2113         0
      0.19       645       936         0
      0.26       646      2227         0
      0.33       647      3396         0
      0.27       648      1503         0
      0.27       649      1511         0
      0.29       650      1751         0
      0.31       651      1630         0
      0.08       652       598         0
      0.30       653       253         0
      0.26       654       194         0
      0.23       655      2338         0
      0.29       656       200         0
      0.31       657      2473         0
      0.31       658      1600         0
      0.26       659      1019         0
      0.29       660      1994         0
      0.34       661      1318         0
      0.25       662      2397         0
      0.25       663      2035         0
      0.21       664       288         0
      0.24       665      1903         0
      0.21       666       905         0
      0.33       667       200         0
      0.06       668       720         0
      0.26       669       461         0
      0.36       670      1238         0
      0.24       671       492         0
      0.20       672       715         0
      0.26       673       195         0
      0.31       674      2724         0
      0.27       675      2819         0
      0.10       676       687         0
      0.23       677      1984         0
      0.31       678      3480         0
      0.26       679      3278         0
      0.32       680      2584         0
      0.27       681      1103         0
      0.28       682      1541         0
      0.26       683      3306         0
      0.31       684      3336         0
      0.05       685       852         0
      0.30       686      1945         0
      0.28       687      2327         0
      0.22       688      1482         0
      0.25       689       208         0
      0.32       690      2025         0
      0.35       691      2186         0
      0.23       692       288         0
      0.09       693       796         0
      0.06       694       721         0
      0.27       695      1829         0
      0.29       696      3080         0
      0.32       697      3579         0
      0.25       698      2562         0
      0.29       699      1137         0
      0.25       700      2049         0
      0.32       701      2005         0
      0.29       702      1064         0
      0.27       703      2138         0
      0.24       704      1646         0
      0.31       705      1263         0
      0.07       706       726         0
      0.30       707        44         0
      0.08       708       712         0
      0.24       709       910         0
      0.06       710       783         0
